zip_code_prefix,city,state,mean_lat,mean_lng,city_idx,state_idx
1137,sao paulo,SP,-23.5228514803221,-46.6528092315393,3580,26
1138,sao paulo,SP,-23.5224558239392,-46.6552539036642,3580,26
1139,sao paulo,SP,-23.5207249560717,-46.6659389714417,3580,26
1140,sao paulo,SP,-23.520438443709,-46.6692371684403,3580,26
1141,sao paulo,SP,-23.5203103259055,-46.6664390139175,3580,26
1144,sao paulo,SP,-23.5235727492958,-46.6724245902844,3580,26
1150,sao paulo,SP,-23.5329530235972,-46.6582459426613,3580,26
1151,sao paulo,SP,-23.5316415846837,-46.656288753249,3580,26
1152,sao paulo,SP,-23.5298848457412,-46.6552764333326,3580,26
1153,sao paulo,SP,-23.5299308462987,-46.6535490869043,3580,26
1154,sao paulo,SP,-23.5305358972499,-46.6592957038805,3580,26
1155,sao paulo,SP,-23.5290728840251,-46.663319951682,3580,26
1156,sao paulo,SP,-23.5289211383029,-46.6664372451449,3580,26
1201,sao paulo,SP,-23.5360828096741,-46.6495393904693,3580,26
1202,sao paulo,SP,-23.5337425764593,-46.6482804510544,3580,26
1203,sao paulo,SP,-23.5359646566613,-46.6452995563267,3580,26
1204,sao paulo,SP,-23.5359926394685,-46.6440898226072,3580,26
1205,sao paulo,SP,-23.5364907748939,-46.6426419668096,3580,26
1206,sao paulo,SP,-23.5358636851174,-46.6428187133639,3580,26
1207,sao paulo,SP,-23.5391755601351,-46.6386541500101,3580,26
1208,sao paulo,SP,-23.5386604956622,-46.6389820460201,3580,26
1209,sao paulo,SP,-23.540695255566,-46.6415829357228,3580,26
1210,sao paulo,SP,-23.540039340558902,-46.64209131081339,3580,26
1211,sao paulo,SP,-23.5375765741056,-46.648837901189005,3580,26
1212,sao paulo,SP,-23.5382685117906,-46.6394226325676,3580,26
1213,sao paulo,SP,-23.5365014946151,-46.640361163407,3580,26
1214,sao paulo,SP,-23.5388424939618,-46.6452304530601,3580,26
1215,sao paulo,SP,-23.5361673999149,-46.6475418578653,3580,26
1216,sao paulo,SP,-23.5331275939644,-46.6478338074506,3580,26
1217,sao paulo,SP,-23.5326575578364,-46.6488839929863,3580,26
1218,sao paulo,SP,-23.531249798864,-46.648325141054,3580,26
1219,sao paulo,SP,-23.5412888142863,-46.6456986030106,3580,26
1220,sao paulo,SP,-23.5445140111097,-46.6460399022194,3580,26
1221,sao paulo,SP,-23.544867697472,-46.648281715371006,3580,26
1222,sao paulo,SP,-23.5459445439729,-46.6493693740151,3580,26
1223,sao paulo,SP,-23.5440881165585,-46.6485821171502,3580,26
1224,sao paulo,SP,-23.541778651475695,-46.6524223396395,3580,26
1225,sao paulo,SP,-23.5397860212137,-46.6491388315101,3580,26
1226,sao paulo,SP,-23.5380101089056,-46.6527192681275,3580,26
1227,sao paulo,SP,-23.5462019129688,-46.6583845827339,3580,26
1228,sao paulo,SP,-23.545189379286,-46.65761085698839,3580,26
1229,sao paulo,SP,-23.5389016098434,-46.6572911303768,3580,26
1230,sao paulo,SP,-23.536310405918,-46.657112008634094,3580,26
1231,sao paulo,SP,-23.5369504074261,-46.6592558927849,3580,26
1232,sao paulo,SP,-23.5364280035301,-46.657426011378,3580,26
1233,sao paulo,SP,-23.5362465401499,-46.6616652179657,3580,26
1234,sao paulo,SP,-23.5396895622515,-46.6642440354639,3580,26
1235,sao paulo,SP,-23.5367142768622,-46.6646663039169,3580,26
1237,sao paulo,SP,-23.5432344510123,-46.668724402289,3580,26
1238,sao paulo,SP,-23.5425713968511,-46.6542433310406,3580,26
1239,sao paulo,SP,-23.5430952700847,-46.6310591962176,3580,26
1240,sao paulo,SP,-23.5437918434428,-46.6585439625298,3580,26
1241,sao paulo,SP,-23.5455247866023,-46.6578401930833,3580,26
1242,sao paulo,SP,-23.5465069470858,-46.6585017464245,3580,26
1243,sao paulo,SP,-23.5481203049943,-46.6591918488455,3580,26
1244,sao paulo,SP,-23.5620491279766,-46.6595903140335,3580,26
1246,sao paulo,SP,-23.5534812952496,-46.666318477031,3580,26
1248,sao paulo,SP,-23.547912524841,-46.6680263133255,3580,26
1250,sao paulo,SP,-23.5476404830759,-46.6719726335433,3580,26
1251,sao paulo,SP,-23.548374516404703,-46.6748464717028,3580,26
1252,sao paulo,SP,-23.5417539754708,-46.6789340400076,3580,26
1253,sao paulo,SP,-23.5449291263529,-46.679164692087,3580,26
1254,sao paulo,SP,-23.543337420255,-46.680852402934,3580,26
1255,sao paulo,SP,-23.5463698353191,-46.6815417268252,3580,26
1256,sao paulo,SP,-23.5477732561746,-46.6828383491545,3580,26
1257,sao paulo,SP,-23.5436098390543,-46.68783857511071,3580,26
1258,sao paulo,SP,-23.544037017325,-46.6868509124713,3580,26
1259,sao paulo,SP,-23.5414185538432,-46.6853038967693,3580,26
1301,sao paulo,SP,-23.5493289702812,-46.6508900986875,3580,26
1302,sao paulo,SP,-23.5490029212622,-46.6495522786361,3580,26
1303,sao paulo,SP,-23.5495056981546,-46.64843251428841,3580,26
1304,sao paulo,SP,-23.5540564348111,-46.6552023687131,3580,26
1305,sao paulo,SP,-23.5526227358652,-46.652538288772,3580,26
1306,sao paulo,SP,-23.5537852067189,-46.6496050969453,3580,26
1307,sao paulo,SP,-23.5527780101157,-46.6532077004906,3580,26
1308,sao paulo,SP,-23.5559813736145,-46.6533111142811,3580,26
1309,sao paulo,SP,-23.5554930800159,-46.6584521895006,3580,26
1310,sao paulo,SP,-23.5616529484695,-46.6560213043072,3580,26
1311,sao paulo,SP,-23.5645046093809,-46.6527926559532,3580,26
1312,sao paulo,SP,-23.5547938726134,-46.6496149179462,3580,26
1313,sao paulo,SP,-23.5561116991583,-46.650573805872405,3580,26
1314,sao paulo,SP,-23.552640734461203,-46.645204377633,3580,26
1315,sao paulo,SP,-23.554089999978,-46.6403890956976,3580,26
1316,sao paulo,SP,-23.5529548453939,-46.6394328193213,3580,26
1317,sao paulo,SP,-23.556238213645,-46.6400598652284,3580,26
1318,sao paulo,SP,-23.5594479898881,-46.6424127373321,3580,26
1319,sao paulo,SP,-23.5518816577314,-46.6407279727162,3580,26
1320,sao paulo,SP,-23.5579550622919,-46.6393473993253,3580,26
1321,sao paulo,SP,-23.5621286348845,-46.6419185498131,3580,26
1322,sao paulo,SP,-23.5631716588295,-46.6434561415752,3580,26
1323,sao paulo,SP,-23.5657347846502,-46.6414781031264,3580,26
1324,sao paulo,SP,-23.5552147354657,-46.6431507402032,3580,26
1325,sao paulo,SP,-23.5573901634976,-46.644458336676,3580,26
1326,sao paulo,SP,-23.556539014688905,-46.64543956179799,3580,26
1327,sao paulo,SP,-23.5651134247144,-46.6449445793287,3580,26
1328,sao paulo,SP,-23.555992686485,-46.6467948023054,3580,26
1329,sao paulo,SP,-23.561977521324803,-46.6472810956671,3580,26
1330,sao paulo,SP,-23.559037886116,-46.649458837302,3580,26
1331,sao paulo,SP,-23.5626644147121,-46.6499966580578,3580,26
1332,sao paulo,SP,-23.5595685875786,-46.652451644876,3580,26
1333,sao paulo,SP,-23.5664350524089,-46.6475635966189,3580,26
1401,sao paulo,SP,-23.5758072503516,-46.6586546272466,3580,26
1402,sao paulo,SP,-23.574837390049,-46.6573920398935,3580,26
1403,sao paulo,SP,-23.568755038771,-46.6534094441458,3580,26
1404,sao paulo,SP,-23.5685447336284,-46.655780276658,3580,26
1405,sao paulo,SP,-23.5647625796343,-46.6551383851837,3580,26
1406,sao paulo,SP,-23.5748143389678,-46.6702992727405,3580,26
1407,sao paulo,SP,-23.5761118844289,-46.6713920573775,3580,26
1408,sao paulo,SP,-23.5671118950281,-46.6608134158177,3580,26
1409,sao paulo,SP,-23.5614608245866,-46.6582620039177,3580,26
1410,sao paulo,SP,-23.5628314458696,-46.6609252480245,3580,26
1411,sao paulo,SP,-23.5642478675429,-46.6640595679499,3580,26
1412,sao paulo,SP,-23.5636515807376,-46.6660241210752,3580,26
1413,sao paulo,SP,-23.5618145041244,-46.6640339542719,3580,26
1414,sao paulo,SP,-23.5596234937196,-46.6634964553206,3580,26
1415,sao paulo,SP,-23.5560917164832,-46.6604621983755,3580,26
1416,sao paulo,SP,-23.5606929139614,-46.6676885326705,3580,26
1417,sao paulo,SP,-23.5527788530995,-46.63393189503629,3580,26
1418,sao paulo,SP,-23.5641161490398,-46.6552723986437,3580,26
1419,sao paulo,SP,-23.5635416200097,-46.6559496130488,3580,26
1420,sao paulo,SP,-23.5634354904988,-46.6579160391969,3580,26
1421,sao paulo,SP,-23.563299264968695,-46.6601536924571,3580,26
1422,sao paulo,SP,-23.5639619107073,-46.6611323684158,3580,26
1423,sao paulo,SP,-23.5691451171934,-46.6573476650513,3580,26
1424,sao paulo,SP,-23.5680414568059,-46.6613988432094,3580,26
1425,sao paulo,SP,-23.5728985324954,-46.6592473923676,3580,26
1426,sao paulo,SP,-23.5658603970982,-46.6660316963267,3580,26
1427,sao paulo,SP,-23.5710447647915,-46.6640686142176,3580,26
1429,sao paulo,SP,-23.576384455529,-46.66290000707429,3580,26
1430,sao paulo,SP,-23.656140062356,-46.6625020460921,3580,26
1431,sao paulo,SP,-23.620388779836,-46.6647681845236,3580,26
1432,sao paulo,SP,-23.5764858798059,-46.6657860583567,3580,26
1433,sao paulo,SP,-23.5784074546166,-46.6683729559598,3580,26
1434,sao paulo,SP,-23.5746465448428,-46.6723773990152,3580,26
1435,sao paulo,SP,-23.5793218456053,-46.6701786689686,3580,26
1438,sao paulo,SP,-23.5698037087742,-46.6722648790596,3580,26
1440,sao paulo,SP,-23.5682894581571,-46.6781702460609,3580,26
1442,sao paulo,SP,-23.5665307320617,-46.6786160551588,3580,26
1443,sao paulo,SP,-23.5682689389101,-46.6845078633313,3580,26
1444,sao paulo,SP,-23.5732355418297,-46.6875269544754,3580,26
1445,sao paulo,SP,-23.5710379833572,-46.6880680072701,3580,26
1447,sao paulo,SP,-23.5727868094897,-46.6788855625839,3580,26
1448,sao paulo,SP,-23.5782378963881,-46.67982269335621,3580,26
1449,sao paulo,SP,-23.5761169177278,-46.6799566982468,3580,26
1450,sao paulo,SP,-23.5764531788729,-46.6851850895867,3580,26
1451,sao paulo,SP,-23.5774359501077,-46.6869898495036,3580,26
1452,sao paulo,SP,-23.574996445978098,-46.6888793840355,3580,26
1453,sao paulo,SP,-23.5840590039747,-46.6863761089446,3580,26
1454,sao paulo,SP,-23.582376976278,-46.6867027550979,3580,26
1455,sao paulo,SP,-23.5805541360028,-46.6911213685404,3580,26
1456,sao paulo,SP,-23.576839765441,-46.6909872490072,3580,26
1457,sao paulo,SP,-23.5752378098295,-46.6927035096049,3580,26
1501,sao paulo,SP,-23.5524693561968,-46.6354854383674,3580,26
1502,sao paulo,SP,-23.5546059421285,-46.635492561139,3580,26
1503,sao paulo,SP,-23.557709002952702,-46.6367693710155,3580,26
1504,sao paulo,SP,-23.566860580458,-46.6395052962223,3580,26
1505,sao paulo,SP,-23.5552676111864,-46.6318247620462,3580,26
1506,sao paulo,SP,-23.5595586678624,-46.6350321850318,3580,26
1507,sao paulo,SP,-23.5581464184346,-46.6317658905254,3580,26
1508,sao paulo,SP,-23.5614236312104,-46.6358300594128,3580,26
1509,sao paulo,SP,-23.5670100802531,-46.6357981412501,3580,26
1510,sao paulo,SP,-23.5576021649865,-46.6336152828108,3580,26
1511,sao paulo,SP,-23.5614568127286,-46.632947935715,3580,26
1512,sao paulo,SP,-23.5537172060798,-46.6294990973041,3580,26
1513,sao paulo,SP,-23.5489143569726,-46.6038446160975,3580,26
1514,sao paulo,SP,-23.5543778187845,-46.62833776862849,3580,26
1516,sao paulo,SP,-23.5590732442397,-46.6154799642418,3580,26
1517,sao paulo,SP,-23.5596132784404,-46.6240034806989,3580,26
1518,sao paulo,SP,-23.5592092623912,-46.6231869201275,3580,26
1519,sao paulo,SP,-23.5609263624011,-46.6247570678716,3580,26
1520,sao paulo,SP,-23.5593782690558,-46.6201640194144,3580,26
1521,sao paulo,SP,-23.5611744449417,-46.6215090316688,3580,26
1522,sao paulo,SP,-23.5599202658007,-46.6159818675357,3580,26
1523,sao paulo,SP,-23.5642034784522,-46.6168970647085,3580,26
1524,sao paulo,SP,-23.5677832748332,-46.6134005380578,3580,26
1525,sao paulo,SP,-23.564028977467704,-46.6349539112495,3580,26
1526,sao paulo,SP,-23.5659522677599,-46.630943918566096,3580,26
1527,sao paulo,SP,-23.5624391735259,-46.6291922091737,3580,26
1528,sao paulo,SP,-23.5647700453061,-46.627165924834095,3580,26
1529,sao paulo,SP,-23.5684391568745,-46.6345554916413,3580,26
1530,sao paulo,SP,-23.5689444980634,-46.6300891882053,3580,26
1531,sao paulo,SP,-23.5707606277133,-46.6324252473839,3580,26
1532,sao paulo,SP,-23.5705342176129,-46.6361118769605,3580,26
1533,sao paulo,SP,-23.5711681230998,-46.6383645433503,3580,26
1534,sao paulo,SP,-23.5675435901596,-46.6260851434502,3580,26
1535,sao paulo,SP,-23.5724332149057,-46.6252413618821,3580,26
1536,sao paulo,SP,-23.5690321314549,-46.6234362735563,3580,26
1537,sao paulo,SP,-23.5744228483884,-46.6231372644315,3580,26
1538,sao paulo,SP,-23.5763128232783,-46.62362934794421,3580,26
1539,sao paulo,SP,-23.5711528559151,-46.6204360130377,3580,26
1540,sao paulo,SP,-23.5658513462896,-46.6225815086008,3580,26
1541,sao paulo,SP,-23.5692527405787,-46.618616973058,3580,26
1542,sao paulo,SP,-23.5710658270801,-46.6240601411332,3580,26
1543,sao paulo,SP,-23.5737209750736,-46.6238717682692,3580,26
1544,sao paulo,SP,-23.577255432718,-46.6216317422156,3580,26
1545,sao paulo,SP,-23.5809741430984,-46.6183103316264,3580,26
1546,sao paulo,SP,-23.5790393181512,-46.6219556517969,3580,26
1547,sao paulo,SP,-23.5829939617234,-46.6211267616403,3580,26
1548,sao paulo,SP,-23.5769271452868,-46.6134207852,3580,26
1549,sao paulo,SP,-23.5763175339993,-46.6155866566937,3580,26
1550,sao paulo,SP,-23.5730566065928,-46.6161505456114,3580,26
1551,sao paulo,SP,-23.5727379122679,-46.612680073611,3580,26
1552,sao paulo,SP,-23.569490695195,-46.6113217732372,3580,26
2010,sao paulo,SP,-23.5105615892129,-46.6263549733137,3580,26
2011,sao paulo,SP,-23.5043850341285,-46.626621045901,3580,26
2012,sao paulo,SP,-23.5130660261885,-46.6319681776176,3580,26
2013,sao paulo,SP,-23.5022061742251,-46.6331145397994,3580,26
2016,sao paulo,SP,-23.5039848387671,-46.62567215993881,3580,26
2017,sao paulo,SP,-23.5007429443607,-46.6346945772848,3580,26
2018,sao paulo,SP,-23.4957037061788,-46.6297069046086,3580,26
2019,sao paulo,SP,-23.4982630849199,-46.6296515617304,3580,26
2020,sao paulo,SP,-23.4964686036889,-46.6332928056547,3580,26
2021,sao paulo,SP,-23.4983091411772,-46.6358858984643,3580,26
2022,sao paulo,SP,-23.5040739034245,-46.6376709347386,3580,26
2028,sao paulo,SP,-23.5087025445677,-46.6183369217187,3580,26
2029,sao paulo,SP,-23.5093620785227,-46.6193435530012,3580,26
2030,sao paulo,SP,-23.5058713385214,-46.6246825691127,3580,26
2031,sao paulo,SP,-23.5100627088197,-46.6257781627838,3580,26
2033,sao paulo,SP,-23.4999004533954,-46.6150499907492,3580,26
2034,sao paulo,SP,-23.5040728764956,-46.6241442162558,3580,26
2035,sao paulo,SP,-23.4962113109325,-46.6228250087306,3580,26
2036,sao paulo,SP,-23.5017443071434,-46.6208028623093,3580,26
2037,sao paulo,SP,-23.499718221076204,-46.62055504527749,3580,26
2038,sao paulo,SP,-23.495237528059,-46.624162282332,3580,26
2039,sao paulo,SP,-23.493025095973,-46.6216034795835,3580,26
2040,sao paulo,SP,-23.4896599600144,-46.6225716650929,3580,26
2041,sao paulo,SP,-23.4906264766071,-46.6230798026254,3580,26
2042,sao paulo,SP,-23.4942339044422,-46.6163771524374,3580,26
2043,sao paulo,SP,-23.4899434197819,-46.6161244568886,3580,26
2044,sao paulo,SP,-23.4957247176304,-46.6187879658523,3580,26
2045,sao paulo,SP,-23.4961464920177,-46.6164029191788,3580,26
2046,sao paulo,SP,-23.4922804553008,-46.6117694020756,3580,26
2047,sao paulo,SP,-23.517215553825,-46.6186739638722,3580,26
2050,sao paulo,SP,-23.5173441547818,-46.6121352269395,3580,26
2051,sao paulo,SP,-23.5099883400791,-46.607764415391,3580,26
2052,sao paulo,SP,-23.512974466155,-46.6077837847969,3580,26
2053,sao paulo,SP,-23.5132275988504,-46.602792691111,3580,26
2054,sao paulo,SP,-23.5171955080953,-46.6066992122044,3580,26
2055,sao paulo,SP,-23.5140297313188,-46.6071261616434,3580,26
2056,sao paulo,SP,-23.5123021333116,-46.6027880772541,3580,26
2060,sao paulo,SP,-23.5190051551952,-46.6028609318214,3580,26
2064,sao paulo,SP,-23.517676960434,-46.5979646294073,3580,26
2066,sao paulo,SP,-23.5086433050179,-46.6052956688157,3580,26
2067,sao paulo,SP,-23.5067202810532,-46.6036534199635,3580,26
2071,sao paulo,SP,-23.5042787580299,-46.606427672351,3580,26
2072,sao paulo,SP,-23.5001649278401,-46.6040553351134,3580,26
2074,sao paulo,SP,-23.505219861983,-46.6004475049547,3580,26
2075,sao paulo,SP,-23.5054542204299,-46.6023270321792,3580,26
2076,sao paulo,SP,-23.5046605297824,-46.5990984618096,3580,26
2077,sao paulo,SP,-23.5023161629539,-46.5972944007028,3580,26
2078,sao paulo,SP,-23.5022482247488,-46.5956096712978,3580,26
2079,sao paulo,SP,-23.499287714126996,-46.6057850796723,3580,26
2080,sao paulo,SP,-23.4976704199031,-46.6053615717067,3580,26
2081,sao paulo,SP,-23.4958413326036,-46.6046993246656,3580,26
2082,sao paulo,SP,-23.494597064567998,-46.6071667931365,3580,26
2083,sao paulo,SP,-23.4953214555945,-46.5979355604243,3580,26
2084,sao paulo,SP,-23.4972752167985,-46.5997430555318,3580,26
2110,sao paulo,SP,-23.5190974650429,-46.595538854316,3580,26
2111,sao paulo,SP,-23.5176430012121,-46.5927568776476,3580,26
2112,sao paulo,SP,-23.517448624283002,-46.5904512196473,3580,26
2113,sao paulo,SP,-23.5177204956822,-46.58922662034,3580,26
2115,sao paulo,SP,-23.5265896491225,-46.5916926592957,3580,26
2116,sao paulo,SP,-23.520110678826,-46.5852400430573,3580,26
2117,sao paulo,SP,-23.5186549641049,-46.5936598481946,3580,26
2118,sao paulo,SP,-23.5150065113473,-46.59277463488231,3580,26
2119,sao paulo,SP,-23.5122078031303,-46.5926390494415,3580,26
2120,sao paulo,SP,-23.5108244024457,-46.5938857602457,3580,26
2121,sao paulo,SP,-23.5122290692202,-46.5896833188041,3580,26
2122,sao paulo,SP,-23.5119660935801,-46.583864377181406,3580,26
2123,sao paulo,SP,-23.5118380839914,-46.579442496039,3580,26
2124,sao paulo,SP,-23.5069769130258,-46.5771208635754,3580,26
2125,sao paulo,SP,-23.5098399524027,-46.5868033548936,3580,26
2126,sao paulo,SP,-23.5068980213828,-46.5917511478835,3580,26
2127,sao paulo,SP,-23.505597968453,-46.5872657411086,3580,26
2128,sao paulo,SP,-23.5050195170793,-46.5939425640834,3580,26
2129,sao paulo,SP,-23.5037190648127,-46.5882910289653,3580,26
2130,sao paulo,SP,-23.508467497384,-46.5835636664294,3580,26
2131,sao paulo,SP,-23.5043288118695,-46.5825094505841,3580,26
2132,sao paulo,SP,-23.5013209295348,-46.5776566278787,3580,26
2133,sao paulo,SP,-23.4990812244209,-46.5847247684584,3580,26
2134,sao paulo,SP,-23.4986132674088,-46.5797857222972,3580,26
2135,sao paulo,SP,-23.497932189406,-46.5846122917002,3580,26
2136,sao paulo,SP,-23.4987543242362,-46.582377281861,3580,26
2137,sao paulo,SP,-23.4979532692618,-46.5761186971736,3580,26
2138,sao paulo,SP,-23.4934638627085,-46.5745169763521,3580,26
2139,sao paulo,SP,-23.490468265934698,-46.5735302003256,3580,26
2141,sao paulo,SP,-23.4889868849867,-46.5706532806754,3580,26
2143,sao paulo,SP,-23.5072174461521,-46.5749671258199,3580,26
2150,sao paulo,SP,-23.4940346691749,-46.5686332097043,3580,26
2152,sao paulo,SP,-23.4973613652283,-46.572231727088,3580,26
2161,sao paulo,SP,-23.4901651941826,-46.5692837191868,3580,26
2166,sao paulo,SP,-23.5252090570385,-46.5840215456883,3580,26
2167,sao paulo,SP,-23.5226957636621,-46.581619908769106,3580,26
2168,sao paulo,SP,-23.5206055273529,-46.5795033981587,3580,26
2169,sao paulo,SP,-23.5495848454171,-46.6202999928666,3580,26
2174,sao paulo,SP,-23.522923542862,-46.5724247205603,3580,26
2175,sao paulo,SP,-23.5158866944002,-46.5748915873029,3580,26
2176,sao paulo,SP,-23.5135989028836,-46.5730652850043,3580,26
2177,sao paulo,SP,-23.5087343361469,-46.5585298971563,3580,26
2178,sao paulo,SP,-23.521664986950196,-46.5705238765071,3580,26
2179,sao paulo,SP,-23.5204100605089,-46.568235339069,3580,26
2180,sao paulo,SP,-23.519210706362,-46.5659557064847,3580,26
2181,sao paulo,SP,-23.5186874773703,-46.5610207595483,3580,26
2185,sao paulo,SP,-23.5146991547719,-46.5674861084178,3580,26
2186,sao paulo,SP,-23.514056203198,-46.5690600622993,3580,26
2187,sao paulo,SP,-23.5158713859778,-46.5649097773631,3580,26
2188,sao paulo,SP,-23.509466194005,-46.5669819884204,3580,26
2189,sao paulo,SP,-23.507787143908196,-46.5674677094878,3580,26
2190,sao paulo,SP,-23.5071480542849,-46.5639731544573,3580,26
2201,sao paulo,SP,-23.4862289255294,-46.592006127066,3580,26
2202,sao paulo,SP,-23.4930486829079,-46.5948154970672,3580,26
2203,sao paulo,SP,-23.491870834979,-46.59134807783871,3580,26
2204,sao paulo,SP,-23.4874112545032,-46.5921623946368,3580,26
2205,sao paulo,SP,-23.4879881588483,-46.5911943134812,3580,26
2206,sao paulo,SP,-23.4846205697131,-46.5940454779186,3580,26
2207,sao paulo,SP,-23.4859854919213,-46.588188764979,3580,26
2208,sao paulo,SP,-23.4830155367917,-46.5895186457698,3580,26
2209,sao paulo,SP,-23.4851257902121,-46.5853775187062,3580,26
2210,sao paulo,SP,-23.482559935868,-46.5821023396063,3580,26
2212,sao paulo,SP,-23.4956474703489,-46.5892591393168,3580,26
2213,sao paulo,SP,-23.4961663090031,-46.5881257095254,3580,26
2214,sao paulo,SP,-23.4928514377632,-46.5867982191549,3580,26
2215,sao paulo,SP,-23.490758745356704,-46.5833693247179,3580,26
2216,sao paulo,SP,-23.4930579125663,-46.5797844412548,3580,26
2217,sao paulo,SP,-23.4903536553036,-46.5801756557304,3580,26
2218,sao paulo,SP,-23.4867870850029,-46.584808459708,3580,26
2219,sao paulo,SP,-23.4907767383099,-46.5859266188746,3580,26
2220,sao paulo,SP,-23.4897606244257,-46.5776765153455,3580,26
2221,sao paulo,SP,-23.4815057195478,-46.5814202328246,3580,26
2222,sao paulo,SP,-23.4825555198319,-46.5755864371537,3580,26
2223,sao paulo,SP,-23.4816366502699,-46.5801670394192,3580,26
2224,sao paulo,SP,-23.4845050550411,-46.5737738500495,3580,26
2225,sao paulo,SP,-23.482722295019,-46.5751068922396,3580,26
2226,sao paulo,SP,-23.4801303512794,-46.5736218738191,3580,26
2227,sao paulo,SP,-23.4787250537794,-46.5723740039417,3580,26
2228,sao paulo,SP,-23.4754956302923,-46.5715415501341,3580,26
