seller_zip_code_prefix,customer_zip_code_prefix,haversine_distance_km,actual_transit_days,route_count
4676,12954,66.57950448296198,2.752673611111111,1
37540,36830,431.4147155648556,7.360289351851852,1
13450,12970,113.300758478769,7.194930555555556,1
13232,18683,220.1023366497837,8.120590277777778,1
6717,6462,17.63227299925954,6.108333333333333,1
13186,6462,77.23849192191037,6.108333333333333,1
32604,72900,615.6857338586437,8.107731481481482,1
15025,36021,635.7164965917348,28.28337962962963,1
11040,8970,68.16886132267052,14.37371527777778,1
3569,68627,2285.775604561213,15.90961805555555,1
13405,95010,799.974927916871,10.84506944444444,1
4782,13478,122.3112646634928,4.085648148148148,1
4850,4293,15.58759138628841,5.258599537037037,2
13257,80010,365.9451974112362,15.39666666666667,1
36010,78875,1419.363604232812,17.96447916666667,1
2274,35610,456.4144691971679,9.044907407407408,1
89224,14406,652.1349133704697,23.36619212962963,1
12328,99470,894.8370098414462,11.55604166666667,1
5729,99615,754.0675461893375,7.849212962962963,1
14050,18682,188.682772436165,8.95900462962963,2
95013,13304,762.757115479052,3.75087962962963,1
15081,80320,513.2994543437073,3.956793981481482,1
9350,76877,2335.949747104087,14.3850462962963,1
15015,95520,1013.080737489473,15.71988425925926,1
36500,73015,794.1425425041167,14.17523148148148,1
14850,89065,621.7058544955436,18.07902777777778,1
5632,7401,48.25994612559717,4.262881944444445,1
19803,7401,428.5855021630414,4.262881944444445,1
83605,8725,401.2941642877622,5.117384259259259,1
7112,47630,1147.377387885434,20.47543981481482,1
3910,6033,26.87175174388602,6.620752314814815,1
87050,2053,542.1888812127721,8.47193287037037,1
85851,30720,1254.398264620196,19.02390046296296,1
17032,16072,193.1246246790161,10.81672453703704,1
13843,2671,123.7135654835057,8.350671296296296,1
1201,4216,8.389490431317594,2.071111111111111,1
9271,17206,261.171020627488,5.345671296296296,1
11704,6414,71.52383767340213,5.145891203703703,2
71200,35032,721.4472416644254,10.4190162037037,1
86706,18403,267.4085164824338,12.62194444444444,1
4248,80020,337.5707889281032,13.25003472222222,1
82810,78655,1639.490736648194,21.72092592592593,1
3569,38770,647.0488867387611,5.798946759259259,2
11075,4842,42.34042172359811,8.498229166666667,1
3702,4815,25.51972304627837,2.351273148148148,1
4361,4508,6.054803835056196,19.88332175925926,1
4160,78135,1333.698888095204,20.13449074074074,1
89031,82100,167.0759458809808,7.06056712962963,1
89219,36884,872.0012174979823,10.82888888888889,1
36500,2537,463.9573198843493,10.07800925925926,1
13030,30770,464.5731163248262,11.50925925925926,2
74323,29162,1031.482071815343,10.56045138888889,1
12327,95835,924.0682509403512,12.33818287037037,1
24120,3236,362.3084568131095,10.19099537037037,1
9015,22020,350.1480974503682,9.269039351851852,2
9015,6665,47.0419388364276,4.968240740740741,1
13206,13221,5.411120439756623,8.640115740740741,1
90230,95181,87.9016595437041,8.679606481481482,1
4782,88132,482.399989739517,7.9803125,1
3809,32425,460.882113069849,22.75197916666667,1
9725,76590,1222.391314564787,11.18795138888889,1
88730,76590,1679.10948577917,11.18795138888889,1
13232,4113,43.81185271313613,3.724016203703704,1
12940,13454,93.98562994391808,4.46443287037037,1
95913,95012,78.88308836405157,6.42150462962963,1
42738,68906,2011.255274590564,26.16383101851852,1
7013,14090,286.0687392093756,6.132858796296296,1
80330,88101,246.077679612983,7.293078703703704,1
2252,13470,115.3708969719651,8.819212962962963,1
13232,51020,2102.363697161311,18.035625,2
4378,3067,15.28946854536703,7.109363425925926,1
3018,35170,608.269230345541,7.929907407407407,1
14870,85950,658.1674103477654,11.02734953703704,1
22240,95760,1100.075532503315,10.00796296296296,1
7074,7600,13.81161974570675,1.872650462962963,1
14078,13960,207.5895187342974,5.023842592592593,1
11010,8150,46.92797204165196,13.89528935185185,1
91510,36420,1299.979245799521,20.42216435185185,1
14840,4552,294.3454254880325,15.62097222222222,1
88359,86010,479.8340990151358,10.4143287037037,1
13450,17606,332.7395358875964,7.998807870370371,1
15015,90870,1045.312149833762,16.27043981481481,1
12701,20520,181.5416636785468,12.87561342592593,1
14940,12420,370.2670865400021,12.42550925925926,1
86800,3734,503.6811508484463,14.19653935185185,1
4782,79112,895.3399856007435,11.18560185185185,1
13405,12080,219.3749867360376,8.319155092592593,2
14940,29055,900.3616602751089,15.15690972222222,5
31255,22793,352.7238839505881,9.865162037037036,2
35570,37903,127.4842076618847,8.31451388888889,1
4186,13068,104.0212711772795,6.743564814814815,1
24451,37010,287.4396486838245,16.43686342592592,1
31255,38240,566.5066592143567,10.08135416666667,1
17400,11605,468.6286178316109,6.798703703703704,1
13186,88331,475.9337530322185,12.42209490740741,1
2252,38061,438.6326369440161,9.754571759259258,2
24440,13165,427.5611114069399,13.74622685185185,1
38440,8940,591.0186622081807,6.449375,1
37175,23052,320.7093193056153,10.70118055555556,1
81130,80030,10.53687249287181,12.09575231481482,15
3204,85501,682.4219364825382,24.14453703703704,3
5849,31710,512.9024105030363,10.15134259259259,1
13087,4474,101.5570634707894,7.184895833333333,1
13405,86601,384.2545021486067,13.20084490740741,1
1319,88818,632.3512895267087,10.41537037037037,1
2189,13049,81.32902431324844,12.80940972222222,1
88301,13208,449.7008058472524,13.80918981481481,1
4208,11410,56.65279625104927,1.025648148148148,1
14090,13145,184.1040307622657,9.918645833333333,1
89204,95059,386.0419016648589,8.982719907407407,1
9220,13220,55.48868610216368,6.609594907407407,1
14840,5782,295.4460700935227,6.034131944444445,2
80310,81750,9.633955774778215,6.253541666666667,1
88820,19800,681.9824173190286,19.78618055555556,1
9572,9941,5.836651145942843,16.80571759259259,1
88704,24350,856.2846738119965,81.33472222222223,1
21840,11712,338.1504399566993,9.00462962962963,3
37975,45020,905.411800715846,10.31181712962963,1
13405,14090,170.4740535477874,6.084872685185185,3
25645,25900,18.50572155697653,6.283356481481482,1
4567,24440,381.6849719545638,7.2778125,1
3872,6360,34.87293843737973,12.00931712962963,1
11701,17514,412.0253749027627,3.993530092592593,1
3431,91750,865.3248476993493,8.353379629629629,1
31842,1316,499.3318867231904,4.5478125,1
14050,24451,528.9292419366695,17.34664351851852,1
7133,13474,114.1669364242142,10.77228009259259,1
3572,82320,352.8079223806519,10.90648148148148,1
14940,5119,288.9302267275358,22.85555555555555,2
17602,42850,1656.902898807174,12.13414351851852,1
14940,11440,362.8149749475832,7.477210648148148,3
13456,18080,81.41590144499303,14.85179398148148,1
3237,37470,224.6333540603889,12.69423611111111,1
9850,13330,96.14436211825809,4.233657407407407,1
14940,2185,303.4518984119329,13.96903935185185,1
31255,75800,846.2745552795922,22.32688657407407,1
8577,13306,95.88964306680968,19.41820601851852,1
9015,5412,19.66737093324649,2.268993055555556,1
2310,70278,860.8197564140479,9.79681712962963,1
9628,55030,2047.137149444789,20.35674768518518,1
14940,5622,297.61160305348,23.26336805555556,2
13150,79051,802.1456187116908,22.14456018518518,1
25957,96200,1396.71623520455,10.01371527777778,1
4850,11700,40.45240003489237,4.980416666666667,1
65072,26298,2260.621207868428,11.20381944444444,1
88115,41940,1929.434545259177,13.38902777777778,1
14840,44200,1408.326673757703,24.86228009259259,1
17400,13348,267.9955765473031,20.33503472222222,1
35700,39480,442.17332627575,14.29065972222222,1
3426,29146,727.9571136968926,12.89261574074074,1
16301,95595,973.5327212642286,28.31284722222222,1
13930,77026,1396.018455671343,9.59820601851852,1
3564,4018,15.81076220690959,1.975833333333333,1
5849,8570,45.33401994368317,5.112291666666667,1
14580,7175,362.0652652385624,14.90878472222222,1
88370,85805,528.2676511246269,8.592118055555556,1
17210,28300,696.3693134540812,6.41832175925926,1
1233,55400,2022.186122553445,26.72560185185185,1
14940,6144,289.5174417956189,11.72646990740741,2
13232,24445,384.0250670211443,31.93041666666667,1
30180,4271,491.8780434381699,11.31008101851852,1
80310,8421,359.8158798656048,13.9572337962963,1
13405,12943,121.4973589346764,1.842835648148148,1
88210,39640,1299.108821597453,10.45540509259259,1
14940,15130,126.1230843519166,6.044583333333334,5
17602,35138,946.0297254469864,7.310405092592593,1
13403,75533,507.2625106766837,9.070208333333332,1
17504,75533,429.8749404595362,9.070208333333332,1
81560,66070,2673.985402479967,15.17376157407407,1
13457,18202,111.808019803557,4.383738425925926,1
13070,62620,2270.109998286073,23.83311342592593,1
5849,12929,83.52868859660359,2.250324074074074,1
3426,23065,306.7153797277764,32.55523148148148,1
87015,13060,498.4401627864324,17.24849537037037,1
15025,14025,168.9610503414057,8.41431712962963,1
88085,12081,594.7269321283615,7.336678240740741,1
19830,22733,703.7968531453378,8.899166666666666,1
86600,45208,1586.144974538646,20.05503472222222,1
1212,70862,875.0961602545192,12.13704861111111,1
3461,13920,99.74480667821976,5.819085648148148,2
3006,18570,153.0693273013059,6.247604166666667,1
2532,36021,390.4701325408748,7.844907407407407,1
1212,6542,24.44012680918026,2.179189814814815,1
35501,4685,430.931582643575,16.11791666666667,1
35530,30130,103.1992475010597,27.58613425925926,1
14940,15105,97.32967473828556,10.38658564814815,1
9015,37650,107.8640323340809,30.26555555555555,1
13076,13043,5.892494877364862,2.352673611111111,1
13324,6086,64.57477744671603,2.076493055555555,1
88301,86020,473.3358454843059,13.1428587962963,2
15810,13385,251.097505459617,8.313391203703704,1
88351,27262,701.766779617136,24.79680555555555,1
25963,89248,718.7726100571768,14.89059027777778,1
13920,85960,756.7428503825829,18.27622685185185,2
14940,4902,302.6298402055025,7.394247685185185,2
17209,38400,374.8561459162502,12.17484953703704,5
87083,81270,349.8557850157143,11.27696759259259,1
4367,20756,353.7886719929451,17.07614583333333,1
13324,45580,1297.793112538318,13.57684027777778,1
18950,29118,1005.605959739724,8.976296296296296,1
13481,7903,103.1283030733297,5.066168981481481,1
7140,4363,29.56299331961621,3.056053240740741,1
14940,26022,563.075115431583,19.80418981481482,3
4809,29313,653.7581661756245,8.029004629629629,1
31255,29240,344.4545250668399,11.50961805555556,1
5705,86700,481.2262603419159,9.054074074074077,1
14840,37410,309.3688108555675,34.04965277777778,1
19063,37540,590.483629812816,6.25869212962963,1
42738,48990,326.6968566718054,9.082627314814816,1
89560,12320,663.0955146379854,10.17927083333333,1
8270,4115,16.93147834320764,2.148391203703704,1
80240,4564,333.2297839155989,6.055729166666667,1
13170,47300,1658.660241889322,14.11798611111111,1
13186,75071,757.2957292305149,11.9353587962963,1
13561,75071,646.7764280255698,11.9353587962963,1
2030,45029,1137.02603966896,16.34112268518518,1
2016,24220,365.747796692145,6.174409722222222,1
5729,7190,31.31788990741127,11.14795138888889,1
88359,11706,422.2945871804432,11.04568287037037,1
14840,41940,1389.739075018096,28.16201388888889,1
80010,30315,819.0270045287051,8.486759259259259,1
6763,14990,375.8928844582816,6.846238425925926,1
4403,72910,899.1803356139867,23.90605324074074,1
3569,4474,21.95813949579114,2.979571759259259,1
8250,55016,2032.338137082546,13.83478009259259,1
3006,14875,309.6021421049018,9.788194444444445,1
87015,90470,738.5075583822484,8.204664351851852,1
28810,5835,442.7056585554847,9.78775462962963,1
2016,15061,410.2647466388631,6.822210648148148,1
14940,20720,584.0814658873925,7.055636574074074,6
11701,23832,299.544920531687,9.112141203703704,1
8577,95880,869.4553947766615,14.03666666666667,1
2992,60874,2352.275393381578,11.20819444444444,1
12308,5037,77.70776425431211,1.974756944444444,1
36500,21330,201.0201665801641,9.10761574074074,1
7084,20550,343.9305773738255,18.82959490740741,1
83709,6362,343.3234606985482,9.58523148148148,1
30190,50090,1638.819686561419,11.29457175925926,1
15015,82820,511.6690409338674,10.99605324074074,1
95913,39600,1721.473833069239,14.71512731481481,1
3470,18116,95.85647252194354,7.989756944444444,1
6246,88501,596.0329749283547,19.56930555555556,2
2310,11030,64.54491843913948,7.104467592592592,1
7402,26320,290.0038405257075,5.063055555555556,1
29156,43700,859.7703686426127,25.80342592592593,1
4782,65930,2086.036002147508,15.95637731481481,1
93542,93510,2.95266612042016,8.374340277777778,1
41820,6816,1477.033087239009,10.15131944444444,1
4160,41342,1472.991091511937,14.0922337962963,1
4367,97110,971.720540304226,9.227372685185186,1
89053,74475,1141.817430310165,23.544375,1
14600,95860,1099.673004926365,14.45199074074074,1
18500,86600,361.7349412083998,14.28396990740741,1
4102,49095,1732.428825991271,8.786365740740742,1
6097,8260,35.39647573547959,0.985625,1
3426,39740,649.4102394658922,11.05039351851852,1
3702,71503,878.6608655073233,11.88019675925926,1
9015,33935,500.057481502647,6.960983796296296,1
18185,8615,148.2817139015167,5.180590277777778,1
87114,3169,537.834262914235,17.98138888888889,1
5729,2358,23.85879938460991,12.96458333333333,1
14940,3132,307.1619208463421,10.17972222222222,4
13330,6332,64.8321750068543,9.820729166666666,1
14940,86040,295.0047000763728,18.32388888888889,2
93542,93310,4.292570687489749,9.013796296296295,1
88090,24716,775.4330406562964,31.88053240740741,1
15025,21021,671.3686549424307,10.21178240740741,1
14940,3884,310.1146599552191,10.4358912037037,1
32110,83212,783.2466879848943,9.756944444444445,1
22775,12080,221.9691398365524,9.169594907407408,1
14940,35681,477.8033293147735,8.923402777777778,1
14850,12323,305.9830563774305,19.76099537037037,1
9015,11015,38.70149718005788,7.291481481481481,4
1212,11680,157.9598662910075,5.458935185185185,5
14050,20031,516.285116417333,5.970219907407407,2
14709,55014,1945.339886345063,20.24883101851852,1
9320,20540,336.7105401521715,5.020034722222222,1
81650,41218,1795.822996073659,13.95162037037037,1
13483,4542,138.5253144744883,2.105578703703704,2
38230,26562,658.8362865456912,5.010439814814815,2
6852,40155,1479.138473657373,7.815416666666667,1
9015,74595,833.7473078468296,13.85148148148148,1
14940,13313,227.2964902163602,7.947939814814815,2
3204,80045,340.1564265087108,7.374537037037037,1
13257,85816,702.3537719411829,4.323923611111111,1
95013,3460,777.8575301406541,4.049479166666667,1
3204,89500,570.8182961977833,9.002141203703705,1
3062,40710,1458.742375959368,7.23568287037037,1
12940,30692,433.6234880946509,11.89459490740741,1
13481,7041,131.6729187370792,10.10237268518519,1
14050,28800,562.2996947767098,14.10173611111111,1
74323,75705,219.6899532214439,6.286377314814815,1
14085,74413,522.8857088689397,12.86,1
13930,79603,553.5359704741038,24.10539351851852,1
83408,5819,311.6269775231667,13.3103587962963,1
11010,28083,569.0101000370345,10.89877314814815,1
36502,23047,210.679944269142,13.31913194444444,1
5849,97300,1055.148798945047,8.42636574074074,1
83005,71645,1084.492657373101,11.02368055555556,1
9720,40285,1464.375410220163,10.03369212962963,2
7790,2993,15.02188825522404,5.718900462962963,1
2028,29163,752.6606224769388,13.83199074074074,1
42738,29141,857.3239532421183,8.925995370370371,1
4160,2990,23.29069592598912,4.970439814814815,1
16301,60713,2319.713758013064,24.70149305555556,1
3573,78345,1883.720209179392,23.09721064814815,1
13920,59082,2257.747957361699,9.109050925925926,1
25645,74643,909.1578077608384,38.91957175925926,1
3908,28380,544.9141637025936,49.9293287037037,1
15025,83212,534.8935037885134,13.98686342592593,1
5303,64056,2096.017527312875,40.9052662037037,1
95690,66833,3157.286229862657,14.75657407407407,1
13405,4671,145.0848843562407,15.72353009259259,3
37795,36520,403.8816982074031,7.714097222222223,1
65072,50721,1201.775613728619,16.43033564814815,1
15081,9540,422.3578204885661,4.839861111111111,1
89228,39480,1284.884596053816,20.81152777777778,1
14940,23058,553.955991677612,28.97119212962963,1
35530,14740,370.5325070513209,19.92787037037037,1
35700,17514,663.4278636077321,11.87467592592593,1
31920,87120,940.6519754505102,16.81521990740741,1
87050,28400,1062.593109302828,16.321875,1
86300,71070,864.7427859645688,15.81916666666667,1
13843,50731,2047.224152241,9.969907407407408,1
13186,4805,104.7693303569142,3.584560185185185,1
21840,39960,759.7051749584972,4.818229166666667,1
3006,24751,377.6444365644688,11.86978009259259,1
15081,30240,576.5322044972171,19.45479166666667,1
9010,18603,214.8793330029723,13.15655092592593,1
6429,28897,527.6401988152064,14.10489583333333,1
30882,33045,16.60481961593155,6.492777777777778,1
3910,5861,27.14483016890389,5.527777777777778,1
5530,13630,190.4417431342933,13.35799768518519,1
18608,26580,516.5443294363289,5.992418981481482,1
13321,37190,272.8679418480759,10.17438657407407,1
16200,2078,456.7788841914278,2.911076388888889,1
31255,6080,502.5673451721079,25.80825231481482,1
3204,4753,17.00474037709351,3.308171296296296,1
25900,85555,997.6412192751616,12.29626157407407,1
15170,5108,438.0297356757659,8.976435185185185,1
90230,38550,1344.695083949147,6.876724537037037,1
1212,4174,11.11257840934455,6.692071759259259,1
9080,38600,714.2956704076898,12.28081018518519,1
4141,29730,738.3492003002701,14.10851851851852,1
5530,60764,2365.097552600656,30.91793981481482,1
89560,6608,574.8057078587725,17.36756944444445,1
13170,28770,550.2467349245588,11.04048611111111,2
88115,5181,492.4017655427089,6.409039351851852,1
14940,1409,299.8107127309174,13.32905092592593,1
4782,13106,93.65237136937206,8.100266203703704,1
4265,38415,550.9311847672914,5.480300925925926,1
14401,15370,387.3890426860872,6.103854166666666,1
14050,74675,526.9015865967258,29.13584490740741,1
14940,86805,333.4139606995209,7.16925925925926,1
11600,32280,451.4013903434598,11.32774305555555,1
14092,38175,208.5147909564713,16.08489583333333,1
13360,16370,291.1278082766789,5.987905092592593,1
9220,5136,25.46016913259765,2.170300925925926,1
25645,15580,772.8884963905062,10.64403935185185,1
12924,75190,733.6729204517961,18.22653935185185,1
17900,13486,444.2743940290309,13.82430555555556,1
25957,32470,292.0727204466543,5.952905092592593,1
13140,75980,732.1902101202811,8.419212962962963,1
87050,39480,1184.984010234681,14.07077546296296,1
7112,4944,37.83407624470296,28.54423611111111,1
4403,16360,417.3230336168336,7.0384375,1
3562,3254,8.034782128278602,3.192453703703704,1
95012,49047,2502.694255732538,11.71107638888889,1
14940,20261,591.9601069683036,11.16488425925926,5
13480,7085,129.3812441156138,6.109456018518519,1
21210,22410,18.39367577303081,4.464502314814815,1
4160,30421,492.1706537154192,7.745856481481481,2
30285,13030,468.7127154346912,22.23277777777778,1
87050,79810,324.2972120226297,21.72268518518518,1
2274,7114,6.198995845230383,1.930856481481481,1
1031,12285,104.8415343592213,10.21173611111111,1
9220,75123,847.2141401910218,15.13298611111111,1
13232,72830,784.196257534985,7.830868055555555,1
87114,91040,734.1541687202872,19.1950462962963,1
84600,96020,626.3431834211548,13.82186342592593,1
13480,78200,1298.510073170017,25.37634259259259,1
13290,3144,69.04226632227068,24.18172453703704,1
5181,2919,5.704170710430483,12.59181712962963,1
8577,13207,61.91339732142839,12.98878472222222,1
8577,8560,5.909396727721212,15.93436342592593,1
8550,5135,41.66245560187519,2.443622685185185,1
7112,86802,504.9408302503379,14.05886574074074,1
2134,76165,880.5173367360046,7.474641203703704,1
3731,5421,16.93559059121709,3.278993055555556,1
14940,8740,333.7124175365954,3.985879629629629,1
13257,90410,894.67722676609,41.145,1
5713,85340,621.8390258387382,10.74811342592593,1
4367,12245,94.07183578978857,2.085405092592592,1
9210,15085,428.5306834986655,5.497349537037037,1
8577,4247,28.00315075412192,6.54650462962963,2
80310,38408,734.5623857625586,9.292175925925926,3
19806,2246,402.0056165691042,9.323298611111111,1
14085,65066,2109.45793744808,22.31612268518519,1
80330,18040,286.859182385724,17.24211805555555,2
90230,18570,839.3500453940827,9.781435185185185,1
9015,4856,20.64354163968963,21.18982638888889,1
88303,90610,427.143826016987,28.1684375,1
14070,96206,1304.251219781406,35.18686342592593,1
37564,45700,998.305693931143,12.45921296296296,1
85802,75901,838.9275782804085,35.47935185185185,1
3204,17900,562.0337955548429,5.373715277777777,2
5849,3922,25.21528095449008,3.960578703703704,1
7112,8599,18.01106656206886,7.276678240740741,1
3573,81560,347.8797367677193,5.386145833333333,1
89224,28035,909.4860412581984,12.18809027777778,1
9070,13218,60.87494944027097,6.734791666666666,1
3426,39530,976.2976184831604,13.79881944444444,1
13186,81030,356.9458052945896,7.536053240740741,1
25645,45140,855.225870672175,45.82943287037037,1
9416,13056,110.7120814032372,12.66479166666667,1
1212,6528,30.00493556450723,6.422303240740741,1
14940,88010,649.4886498246021,16.52836805555556,2
1319,14720,327.7332580267743,7.140381944444444,1
22240,5820,371.7906593640911,5.898425925925926,1
16304,8577,444.0971185446101,9.284108796296296,1
13843,13272,63.54228454322499,6.217013888888889,1
12327,29182,696.304153752931,13.13123842592593,1
8730,6395,66.17279239751653,1.64880787037037,1
13660,44900,1317.937553219742,33.74149305555556,1
9530,6414,33.41433272787096,7.122175925925926,1
16304,27420,609.0836903919093,11.36179398148148,1
14110,4401,293.1318754715948,10.61094907407407,1
6060,65480,2245.597722992304,17.43454861111111,1
89560,27281,870.0223425726554,9.836527777777778,1
2261,8579,20.5591180452552,4.006759259259259,1
6715,2562,24.80715996657007,9.895185185185186,1
4248,4726,11.98551511083831,5.81792824074074,1
13076,89812,730.9921771179282,13.08519675925926,1
13327,12060,180.3727765672137,9.958136574074071,1
14940,78780,674.9642093169927,20.1390625,1
12246,39400,753.1325498894695,10.43042824074074,1
1239,70873,877.1986729726788,12.25090277777778,1
99500,78652,1967.436145725826,16.97371527777778,1
7123,12223,76.95579220893916,13.33787037037037,1
15025,15685,136.2879604125685,4.011793981481482,1
3470,29909,819.4875209986866,15.06059027777778,1
11701,19600,498.5958896503947,10.81565972222222,1
89041,8790,478.7224572582856,13.1422337962963,1
2310,95960,828.5116041426434,16.87914351851852,1
4733,30494,496.558554277212,4.084293981481482,1
5503,73330,888.5254463891351,10.8775462962963,1
13405,18071,85.49763110844833,3.831979166666667,2
